,Employer,Job Title,Base Salary,Location,Submit Date,Start Date,Case Status
11602,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,100","CUPERTINO, CA",03/27/2015,07/01/2015,CERTIFIED
11603,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,100","SEATTLE, WA",02/20/2014,02/26/2014,CERTIFIED
11604,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,200","SEATTLE, WA",12/01/2014,12/12/2014,CERTIFIED
11605,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,200","SEATTLE, WA",06/09/2015,11/12/2015,CERTIFIED
11606,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,350","SEATTLE, WA",03/06/2015,09/02/2015,CERTIFIED
11607,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/17/2015,08/02/2015,WITHDRAWN
11608,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/23/2015,08/15/2015,WITHDRAWN
11609,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",11/13/2014,05/15/2015,CERTIFIED
11610,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",12/05/2014,06/02/2015,CERTIFIED
11611,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","KING, WA",01/23/2015,07/22/2015,CERTIFIED
11612,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/06/2015,08/02/2015,CERTIFIED
11613,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/11/2015,08/05/2015,CERTIFIED
11614,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/18/2015,08/07/2015,CERTIFIED
11615,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/17/2015,08/11/2015,CERTIFIED
11616,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/12/2015,08/02/2015,CERTIFIED
11617,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/17/2015,08/02/2015,CERTIFIED
11618,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/23/2015,08/15/2015,CERTIFIED
11619,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/20/2015,08/15/2015,CERTIFIED
11620,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",02/23/2015,08/19/2015,CERTIFIED
11621,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",03/02/2015,08/20/2015,CERTIFIED
11622,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",03/03/2015,08/30/2015,CERTIFIED
11623,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",03/02/2015,08/20/2015,CERTIFIED
11624,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",03/02/2015,08/28/2015,CERTIFIED
11625,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",03/11/2015,09/02/2015,CERTIFIED
11626,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",03/16/2015,08/28/2015,CERTIFIED
11627,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",04/13/2015,08/28/2015,CERTIFIED
11628,AMAZON WEB SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",04/13/2015,08/28/2015,CERTIFIED
11629,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",01/29/2015,07/25/2015,CERTIFIED
11630,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",06/04/2014,12/01/2014,CERTIFIED
11631,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",06/30/2014,11/07/2014,CERTIFIED
11632,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,380","SEATTLE, WA",08/12/2014,02/11/2015,CERTIFIED
11633,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,389","SEATTLE, WA",01/28/2015,07/25/2015,CERTIFIED
11634,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",12/05/2014,12/08/2014,WITHDRAWN
11635,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",04/04/2016,08/04/2016,CERTIFIED
11636,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",11/06/2014,11/19/2014,CERTIFIED
11637,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",11/26/2014,05/25/2015,CERTIFIED
11638,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",12/05/2014,12/08/2014,CERTIFIED
11639,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",01/29/2015,07/31/2015,CERTIFIED
11640,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/18/2015,08/06/2015,CERTIFIED
11641,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/23/2015,08/15/2015,CERTIFIED
11642,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/20/2015,08/15/2015,CERTIFIED
11643,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/20/2015,08/15/2015,CERTIFIED
11644,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/24/2015,08/19/2015,CERTIFIED
11645,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/24/2015,08/19/2015,CERTIFIED
11646,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/18/2015,08/15/2015,CERTIFIED
11647,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/18/2015,03/09/2015,CERTIFIED
11648,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/23/2015,08/17/2015,CERTIFIED
11649,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/24/2015,08/15/2015,CERTIFIED
11650,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",02/24/2015,08/15/2015,CERTIFIED
11651,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/04/2015,08/28/2015,CERTIFIED
11652,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/03/2015,08/20/2015,CERTIFIED
11653,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/04/2015,08/30/2015,CERTIFIED
11654,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/05/2015,08/15/2015,CERTIFIED
11655,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/10/2015,08/30/2015,CERTIFIED
11656,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/16/2015,08/27/2015,CERTIFIED
11657,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/17/2015,08/28/2015,CERTIFIED
11658,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/19/2015,08/28/2015,CERTIFIED
11659,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",04/21/2015,08/30/2015,CERTIFIED
11660,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/31/2015,08/28/2015,CERTIFIED
11661,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/19/2015,08/28/2015,CERTIFIED
11662,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/30/2015,08/28/2015,CERTIFIED
11663,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/30/2015,08/28/2015,CERTIFIED
11664,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",04/07/2015,08/28/2015,CERTIFIED
11665,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",04/07/2015,08/28/2015,CERTIFIED
11666,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",04/27/2015,10/01/2015,CERTIFIED
11667,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",04/20/2015,08/28/2015,CERTIFIED
11668,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",03/13/2014,09/05/2014,CERTIFIED
11669,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",05/28/2014,06/04/2014,CERTIFIED
11670,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",07/17/2014,11/28/2014,CERTIFIED
11671,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",07/17/2014,11/28/2014,CERTIFIED
11672,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",08/25/2014,02/19/2015,CERTIFIED
11673,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,400","SEATTLE, WA",09/03/2014,03/01/2015,CERTIFIED
11674,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","CAMBRIDGE, MA",02/12/2015,08/07/2015,CERTIFIED
11675,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","SEATTLE, WA",02/19/2015,08/10/2015,CERTIFIED
11676,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","SEATTLE, WA",02/19/2015,08/15/2015,CERTIFIED
11677,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","SEATTLE, WA",02/20/2015,08/22/2015,CERTIFIED
11678,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","SEATTLE, WA",01/07/2014,01/21/2014,CERTIFIED
11679,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","SEATTLE, WA",03/20/2014,09/06/2014,CERTIFIED
11680,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,500","SEATTLE, WA",09/04/2014,03/04/2015,CERTIFIED
11681,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"115,600","SEATTLE, WA",01/31/2018,07/04/2018,CERTIFIED
11682,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"115,700","SEATTLE, WA",02/07/2018,08/08/2018,CERTIFIED
11683,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,700","SEATTLE, WA",02/02/2016,07/04/2016,CERTIFIED
11684,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",03/02/2017,08/15/2017,CERTIFIED
11685,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",03/27/2017,09/22/2017,CERTIFIED
11686,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",03/25/2016,08/31/2016,CERTIFIED
11687,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",04/14/2016,09/06/2016,CERTIFIED
11688,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","DETROIT, MI",05/24/2016,09/08/2016,CERTIFIED
11689,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",07/11/2016,01/10/2017,CERTIFIED
11690,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",05/27/2014,07/01/2014,CERTIFIED
11691,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,800","SEATTLE, WA",02/19/2014,08/18/2014,CERTIFIED
11692,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,900","SEATTLE, WA",04/20/2017,08/30/2017,CERTIFIED
11693,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,900","SEATTLE, WA",09/14/2016,03/08/2017,CERTIFIED
11694,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"115,900","SEATTLE, WA",02/19/2014,08/19/2014,CERTIFIED
11695,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",10/09/2017,04/05/2018,CERTIFIED
11696,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",04/18/2014,10/01/2014,WITHDRAWN
11697,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",02/25/2015,08/26/2015,CERTIFIED
11698,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",05/06/2015,09/07/2015,CERTIFIED
11699,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",12/04/2014,04/29/2015,CERTIFIED
11700,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",09/30/2013,10/14/2013,CERTIFIED
11701,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",12/18/2013,06/18/2014,CERTIFIED
11702,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",03/05/2014,08/29/2014,WITHDRAWN
11703,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",03/10/2014,08/29/2014,CERTIFIED
11704,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",04/18/2014,10/01/2014,CERTIFIED
11705,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,000","SEATTLE, WA",07/31/2014,08/11/2014,CERTIFIED
11706,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,047","SEATTLE, WA",07/30/2015,09/06/2015,CERTIFIED
11707,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,100","SEATTLE, WA",10/27/2015,04/26/2016,CERTIFIED
11708,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,100","SEATTLE, WA",09/19/2016,03/06/2017,CERTIFIED
11709,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,100","SEATTLE, WA",12/18/2013,06/18/2014,CERTIFIED
11710,AMAZON FULFILLMENT SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"116,100","SEATTLE, WA",01/28/2014,07/09/2014,CERTIFIED
11711,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,200","SEATTLE, WA",12/16/2016,06/13/2017,CERTIFIED
11712,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,200","SEATTLE, WA",03/07/2017,08/31/2017,CERTIFIED
11713,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,200","SEATTLE, WA",03/31/2017,09/15/2017,CERTIFIED
11714,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,200","SEATTLE, WA",06/01/2015,09/11/2015,CERTIFIED
11715,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,200","SEATTLE, WA",09/27/2013,03/28/2014,CERTIFIED
11716,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,300","SEATTLE, WA",06/15/2016,11/02/2016,CERTIFIED
11717,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,300","SEATTLE, WA",09/14/2016,03/11/2017,CERTIFIED
11718,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,400","SEATTLE, WA",07/18/2016,08/01/2016,CERTIFIED
11719,AMAZON FULFILLMENT SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"116,500","SEATTLE, WA",12/06/2017,05/31/2018,CERTIFIED
11720,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,500","SEATTLE, WA",03/01/2017,08/16/2017,CERTIFIED
11721,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,500","CUPERTINO, CA",02/25/2015,03/02/2015,CERTIFIED
11722,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,600","SEATTLE, WA",04/22/2014,09/07/2014,CERTIFIED
11723,AMAZON FULFILLMENT SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"116,690","SEATTLE, WA",10/25/2017,04/24/2018,CERTIFIED
11724,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"116,700","SEATTLE, WA",07/15/2015,12/31/2015,CERTIFIED
11725,AMAZON FULFILLMENT SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"116,900","SAN FRANCISCO, CA",10/06/2017,11/01/2017,CERTIFIED
11726,AMAZON FULFILLMENT SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"116,900","NEW YORK, NY",10/23/2017,11/01/2017,CERTIFIED
11727,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,000","SEATTLE, WA",04/04/2016,09/27/2016,CERTIFIED
11728,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,000","SEATTLE, WA",05/12/2016,08/11/2016,CERTIFIED
11729,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,000","SEATTLE, WA",06/21/2016,12/21/2016,CERTIFIED
11730,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,000","HERNDON, VA",01/07/2015,07/09/2015,CERTIFIED
11731,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,000","SEATTLE, WA",04/13/2015,08/19/2015,CERTIFIED
11732,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,100","SEATTLE, WA",05/19/2014,11/13/2014,CERTIFIED
11733,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,200","TEMPE, AZ",01/13/2015,07/02/2015,CERTIFIED
11734,AMAZON ROBOTICS LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,200","WESTBOROUGH, MA",08/12/2015,09/21/2015,CERTIFIED
11735,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,200","SEATTLE, WA",10/27/2014,04/13/2015,CERTIFIED
11736,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,300","SEATTLE, WA",01/18/2018,07/10/2018,CERTIFIED
11737,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,300","SEATTLE, WA",02/07/2018,07/11/2018,CERTIFIED
11738,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,300","AUSTIN, TX",02/08/2018,07/26/2018,CERTIFIED
11739,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,300","SEATTLE, WA",02/09/2017,08/04/2017,CERTIFIED
11740,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,300","EAST PALO ALTO, CA",03/06/2015,03/17/2015,WITHDRAWN
11741,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,300","EAST PALO ALTO, CA",03/06/2015,03/17/2015,CERTIFIED
11742,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,400","SEATTLE, WA",02/07/2018,08/03/2018,CERTIFIED
11743,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,400","SEATTLE, WA",02/15/2017,08/12/2017,CERTIFIED
11744,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,400","SEATTLE, WA",03/10/2017,09/06/2017,CERTIFIED
11745,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,400","SEATTLE, WA",02/23/2014,08/21/2014,WITHDRAWN
11746,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,400","SEATTLE, WA",02/23/2014,08/21/2014,CERTIFIED
11747,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,400","SEATTLE, WA",01/23/2014,06/07/2014,CERTIFIED
11748,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,500","SEATTLE, WA",12/15/2014,06/12/2015,CERTIFIED
11749,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,600","SEATTLE, WA",02/24/2017,08/10/2017,CERTIFIED
11750,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,600","SEATTLE, WA",08/31/2016,02/25/2017,CERTIFIED
11751,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,600","SEATTLE, WA",05/14/2014,11/12/2014,CERTIFIED
11752,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,656","SEATTLE, WA",03/24/2014,09/06/2014,CERTIFIED
11753,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,700","SAN LUIS OBISPO, CA",01/24/2018,07/05/2018,CERTIFIED
11754,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,700","SEATTLE, WA",02/14/2018,08/11/2018,CERTIFIED
11755,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,700","SEATTLE, WA",03/12/2018,08/11/2018,CERTIFIED
11756,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,800","SEATTLE, WA",11/21/2016,05/19/2017,CERTIFIED
11757,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,800","SEATTLE, WA",02/25/2016,08/07/2016,CERTIFIED
11758,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,900","SEATTLE, WA",11/25/2014,05/14/2015,CERTIFIED
11759,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,900","SEATTLE, WA",02/11/2015,08/06/2015,CERTIFIED
11760,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,900","SEATTLE, WA",02/20/2015,08/15/2015,CERTIFIED
11761,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,900","SEATTLE, WA",07/09/2014,11/27/2014,CERTIFIED
11762,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,944","SEATTLE, WA",12/30/2015,06/29/2016,CERTIFIED
11763,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,944","SEATTLE, WA",02/10/2015,07/14/2015,CERTIFIED
11764,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"117,944","SEATTLE, WA",05/13/2014,09/06/2014,CERTIFIED
11765,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"117,960","SEATTLE, WA",03/12/2018,09/09/2018,CERTIFIED
11766,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","NEW YORK, NY",01/08/2018,07/05/2018,CERTIFIED
11767,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","SEATTLE, WA",02/12/2018,07/24/2018,CERTIFIED
11768,AMAZONCOM SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","NEW YORK, NY",03/14/2018,08/14/2018,CERTIFIED
11769,AMAZON WEB SERVICES INC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","SEATTLE, WA",10/11/2016,10/11/2016,CERTIFIED
11770,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","CAMBRIDGE, MA",04/12/2017,08/11/2017,CERTIFIED
11771,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","BOSTON, MA",04/12/2017,04/24/2017,CERTIFIED
11772,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","BOSTON, MA",04/13/2017,04/24/2017,CERTIFIED
11773,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","NEW YORK, NY",07/18/2017,09/14/2017,CERTIFIED
11774,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","NEW YORK, NY",07/27/2017,07/27/2017,CERTIFIED
11775,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","SEATTLE, WA",06/24/2015,07/06/2015,CERTIFIED
11776,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT ENGINEER II,"118,000","SEATTLE, WA",12/08/2014,03/09/2015,CERTIFIED
